TransactionID,DateTime,CustomerID,CustomerName,Age,Gender,Country,City,ProductID,ProductName,Category,Price,Quantity,TotalAmount,DiscountApplied,PaymentMethod,OrderStatus,DeliveryDate,ReviewRating,Feedback
TXN1258,2023-12-28 02:32:00,9223,James Parsons,25,Other,Bolivia,Jessicamouth,P5258,Running Shoes,Clothing,38.29,9,299.08000000000004,45.53,Cash,Cancelled,2024-01-04 02:32:00,1.8,Shoulder area responsibility television floor even.
TXN1259,2023-08-20 02:19:00,4652,Paul Coffey,22,Other,San Marino,West Jeffrey,P5259,Yoga Mat,Fitness,232.68,9,1763.06,331.06,Cash,Pending,2023-08-22 02:19:00,2.9,New movie likely training can material himself five.
TXN1260,2023-03-25 16:55:00,3281,Karen Moyer,55,Other,Ukraine,New Daltonmouth,P5260,Smartphone Case,Accessories,355.8,3,1013.9,53.5,PayPal,Cancelled,2023-03-27 16:55:00,5.0,Material before recently fund color water outside they.
TXN1261,2023-05-25 23:09:00,8569,Sandra Wall DDS,35,Male,Belarus,West Brittany,P5261,Electric Toothbrush,Personal Care,276.82,8,1920.01,294.55,Credit Card,Completed,2023-05-31 23:09:00,1.8,Leg music political dream.
TXN1262,2023-10-30 05:33:00,9694,James Castillo,28,Other,Svalbard & Jan Mayen Islands,Lake Lauraville,P5262,Kitchen Blender,Appliances,422.3,6,2135.76,398.04,Bank Transfer,Pending,2023-11-05 05:33:00,2.1,Pm rule enter agency.
TXN1263,2023-02-05 08:52:00,8059,Tommy Barber,69,Female,New Zealand,East Matthewfurt,P5263,Laptop Stand,Office Supplies,398.81,9,3020.84,568.45,Credit Card,Pending,2023-02-07 08:52:00,4.5,Debate improve send nation officer place inside.
TXN1264,2023-05-05 12:18:00,8485,Shane Glenn,26,Male,Argentina,Danielshire,P5264,Kitchen Blender,Appliances,247.31,6,1249.75,234.11,Bank Transfer,Cancelled,2023-05-06 12:18:00,4.0,Happy fast class instead food lot view speak.
TXN1265,2023-10-26 17:54:00,1685,Madison Daniel,25,Male,Israel,Jennabury,P5265,Bluetooth Speaker,Electronics,319.54,8,2478.5,77.82,Bank Transfer,Completed,2023-10-27 17:54:00,1.7,Deep create economic number either off control rather.
TXN1266,2023-09-18 15:45:00,3240,Robin Moreno,22,Other,Montenegro,Port Tiffany,P5266,Laptop Stand,Office Supplies,114.9,10,956.35,192.65,Cash,Pending,2023-09-25 15:45:00,4.2,Economy somebody once training see author.
TXN1267,2023-02-18 03:35:00,1629,Samuel Scott,58,Female,Niue,Davisshire,P5267,Bluetooth Speaker,Electronics,135.29,7,827.39,119.64,Credit Card,Pending,2023-02-25 03:35:00,1.0,Last apply be type movie artist relate whom.
TXN1268,2023-02-28 06:59:00,7621,Olivia Edwards,19,Female,India,Gamblechester,P5268,Laptop Stand,Office Supplies,442.82,8,2957.15,585.41,Credit Card,Cancelled,2023-03-04 06:59:00,4.2,Enough memory nature go score probably show move.
TXN1269,2023-02-08 05:29:00,8358,Jennifer Carr,69,Male,Turkmenistan,Gravesside,P5269,Laptop Stand,Office Supplies,254.98,3,730.5100000000001,34.43,Credit Card,Cancelled,2023-02-13 05:29:00,1.2,Smile here response them herself.
TXN1270,2023-11-16 05:48:00,4511,Timothy Harris,25,Female,Slovakia (Slovak Republic),East Nicole,P5270,Electric Toothbrush,Personal Care,142.32,7,951.35,44.89,PayPal,Completed,2023-11-21 05:48:00,1.3,Miss pay thing provide partner.
TXN1271,2023-10-18 23:45:00,6030,Anthony Hoffman,61,Male,Vanuatu,Dennisbury,P5271,Kitchen Blender,Appliances,134.55,4,462.7600000000001,75.44,Bank Transfer,Cancelled,2023-10-20 23:45:00,4.6,High increase quickly others child decide.
TXN1272,2023-05-28 06:45:00,7148,Austin Ortega,56,Male,Myanmar,West Dawn,P5272,Office Chair,Furniture,424.93,2,829.67,20.19,Bank Transfer,Cancelled,2023-06-04 06:45:00,4.9,Figure ten film simply owner nature speak.
TXN1273,2023-05-10 14:32:00,6140,William May,57,Female,El Salvador,South Erinchester,P5273,Laptop Stand,Office Supplies,401.58,9,3209.8,404.42,Bank Transfer,Completed,2023-05-12 14:32:00,4.7,Training their hard visit medical center if.
TXN1274,2023-01-06 16:05:00,4459,Traci Mcclain,54,Male,Somalia,Hernandezstad,P5274,LED Desk Lamp,Home Decor,392.85,9,3304.8,230.85,Cash,Completed,2023-01-08 16:05:00,1.6,Consider Democrat least.
TXN1275,2023-10-21 03:29:00,9206,Amber Crosby,36,Female,Colombia,Cordovabury,P5275,Kitchen Blender,Appliances,87.08,2,153.03,21.13,Credit Card,Cancelled,2023-10-27 03:29:00,4.9,Bag coach teacher maintain.
TXN1276,2023-05-18 20:38:00,7959,Kayla Copeland,72,Male,Mongolia,East Markshire,P5276,Wireless Headphones,Electronics,420.34,10,3607.65,595.75,PayPal,Completed,2023-05-20 20:38:00,2.4,Test describe provide apply time.
TXN1277,2023-08-26 13:19:00,8022,Douglas Yoder,53,Male,Palestinian Territory,Millsbury,P5277,Bluetooth Speaker,Electronics,488.23,9,4043.92,350.15,Credit Card,Pending,2023-09-01 13:19:00,3.3,Scientist story grow Democrat create.
TXN1278,2023-06-17 07:54:00,2719,Peter Richmond,38,Male,Antarctica (the territory South of 60 deg S),Pittmanville,P5278,Running Shoes,Clothing,390.47,1,361.66,28.81,Credit Card,Pending,2023-06-23 07:54:00,2.3,Project practice against floor ten save past.
TXN1279,2023-02-09 00:31:00,5723,Sarah Reed,40,Female,Guadeloupe,Lake Katie,P5279,Laptop Stand,Office Supplies,485.1,9,3649.15,716.75,PayPal,Pending,2023-02-15 00:31:00,4.4,Social which hear design government.
TXN1280,2023-02-17 07:37:00,7606,Cynthia Gardner,69,Female,Hong Kong,New Christinaberg,P5280,LED Desk Lamp,Home Decor,235.73,1,226.15,9.58,PayPal,Pending,2023-02-22 07:37:00,3.3,Him recognize current be.
TXN1281,2023-08-25 02:47:00,6241,William Gillespie,25,Other,Mauritius,Ericfurt,P5281,Office Chair,Furniture,25.43,9,202.84,26.03,Cash,Completed,2023-08-27 02:47:00,4.5,Finally beautiful assume big.
TXN1282,2023-03-19 05:22:00,7392,Mary Moon,62,Male,Mexico,South Todd,P5282,Office Chair,Furniture,141.83,5,671.15,38.0,Bank Transfer,Pending,2023-03-23 05:22:00,4.6,Send want feeling feeling.
TXN1283,2023-11-19 21:08:00,9735,Jamie Reed,20,Female,Liechtenstein,Jonesland,P5283,Kitchen Blender,Appliances,287.33,4,925.76,223.56,Cash,Pending,2023-11-22 21:08:00,1.0,Couple plant over decide argue.
TXN1284,2023-08-28 02:24:00,8651,Robert Dunlap,54,Female,India,Lindseyland,P5284,Smartphone Case,Accessories,62.37,7,426.54,10.05,Bank Transfer,Completed,2023-09-03 02:24:00,2.7,Positive yet top local life.
TXN1285,2023-02-09 21:37:00,9092,William Stanton,26,Female,Vietnam,Lake Monica,P5285,Office Chair,Furniture,68.71,2,115.4,22.02,PayPal,Completed,2023-02-16 21:37:00,4.6,Forget help foot process rock water.
TXN1286,2023-09-16 11:29:00,5678,Julian Pearson,57,Other,Botswana,Shellymouth,P5286,Kitchen Blender,Appliances,239.53,2,469.96,9.1,Cash,Cancelled,2023-09-17 11:29:00,3.6,Rule themselves result.
TXN1287,2023-10-07 07:56:00,8479,Matthew Thornton,60,Other,Bhutan,Port Jillian,P5287,Wireless Headphones,Electronics,297.29,2,490.59,103.99,Credit Card,Cancelled,2023-10-12 07:56:00,1.3,Many race you year leg.
TXN1288,2023-11-13 03:13:00,6825,Kristin Webster,34,Female,Bahrain,Daisytown,P5288,Electric Toothbrush,Personal Care,31.47,2,51.08,11.86,Cash,Cancelled,2023-11-19 03:13:00,2.1,Turn six there international detail claim.
TXN1289,2023-07-16 04:54:00,9833,Tammy Chen,47,Female,Mexico,Lake Mariaberg,P5289,Yoga Mat,Fitness,83.18,5,362.76,53.14,Cash,Cancelled,2023-07-22 04:54:00,1.1,This game might play shoulder suddenly.
TXN1290,2023-05-07 13:17:00,7494,Tracie Sullivan,24,Female,South Africa,East Timothymouth,P5290,LED Desk Lamp,Home Decor,167.77,6,819.47,187.15,Cash,Completed,2023-05-10 13:17:00,2.9,Somebody wait program professional medical consider.
TXN1291,2023-01-09 01:24:00,5383,Regina Fleming,53,Other,Heard Island and McDonald Islands,Frankside,P5291,LED Desk Lamp,Home Decor,462.3,7,3125.96,110.14,Cash,Cancelled,2023-01-12 01:24:00,1.5,Rise score opportunity serious within.
TXN1292,2023-01-07 19:17:00,1749,Hunter Brooks,39,Other,Haiti,East Frankberg,P5292,Electric Toothbrush,Personal Care,488.58,10,4265.34,620.46,Cash,Pending,2023-01-11 19:17:00,2.1,Share so agree say.
TXN1293,2023-04-17 01:54:00,5357,Bryan Hamilton,31,Other,French Polynesia,East Juan,P5293,Yoga Mat,Fitness,24.64,2,40.74,8.54,Bank Transfer,Cancelled,2023-04-23 01:54:00,3.2,Note sport here good start.
TXN1294,2023-06-14 23:47:00,7206,David Rogers,71,Female,Maldives,Mckenzieshire,P5294,Electric Toothbrush,Personal Care,415.95,2,739.75,92.15,Bank Transfer,Completed,2023-06-20 23:47:00,2.9,Century student prevent road.
TXN1295,2023-04-13 11:23:00,4729,Melinda Cummings,36,Other,Myanmar,Port Kimberly,P5295,Bluetooth Speaker,Electronics,146.46,8,985.96,185.72,Credit Card,Completed,2023-04-14 11:23:00,2.7,These paper discover across ground role center.
TXN1296,2023-11-02 20:13:00,3897,Anna Perez,47,Male,Bolivia,Guerreroview,P5296,Office Chair,Furniture,406.93,1,328.1,78.83,Bank Transfer,Pending,2023-11-05 20:13:00,2.8,Tell girl onto.
TXN1297,2023-06-29 10:38:00,2138,Ashlee Wang,21,Female,Jamaica,Garnerside,P5297,Yoga Mat,Fitness,138.79,7,895.39,76.14,Bank Transfer,Cancelled,2023-07-03 10:38:00,3.3,A single international without show high major suggest.
TXN1298,2023-01-20 10:59:00,6947,Ryan Holt,45,Male,Brunei Darussalam,Sherryside,P5298,Running Shoes,Clothing,237.95,7,1590.99,74.66,PayPal,Cancelled,2023-01-27 10:59:00,2.4,Herself dream build training.
TXN1299,2023-03-30 01:36:00,7313,Sarah Vazquez,55,Female,Nicaragua,Kimberlymouth,P5299,Kitchen Blender,Appliances,359.76,8,2427.44,450.64,Credit Card,Cancelled,2023-04-06 01:36:00,4.4,Network student thing piece.
TXN1300,2023-02-13 04:24:00,3511,Rachel Davis,51,Male,Ireland,South Josephside,P5300,Electric Toothbrush,Personal Care,357.1,5,1524.24,261.26,Cash,Completed,2023-02-16 04:24:00,1.8,Few hard turn since television name stay.
TXN1301,2023-11-29 16:04:00,7097,Emily Sullivan,22,Other,El Salvador,Mckaybury,P5301,Bluetooth Speaker,Electronics,251.01,9,2215.07,44.02,Cash,Pending,2023-12-02 16:04:00,1.7,Note project the able decade.
TXN1302,2023-04-16 04:51:00,4905,Karen Gonzalez,23,Female,American Samoa,Kimside,P5302,Yoga Mat,Fitness,75.68,10,610.79,146.01,Bank Transfer,Pending,2023-04-22 04:51:00,2.9,Radio lot daughter form.
TXN1303,2023-08-08 23:59:00,7020,Monica Brown,33,Male,Bulgaria,South Natalieton,P5303,Yoga Mat,Fitness,229.12,6,1243.81,130.91,Credit Card,Completed,2023-08-14 23:59:00,2.6,Nice themselves concern firm.
TXN1304,2023-02-27 12:35:00,9283,Valerie Smith,61,Other,Macao,New Kerri,P5304,LED Desk Lamp,Home Decor,228.72,7,1386.59,214.45,Cash,Pending,2023-03-06 12:35:00,2.3,Determine system pull produce.
TXN1305,2023-02-07 01:23:00,8952,Kerry Martinez,54,Male,Mayotte,East Robertborough,P5305,Bluetooth Speaker,Electronics,144.54,2,287.26,1.82,Bank Transfer,Cancelled,2023-02-14 01:23:00,4.1,Of despite office at life.
TXN1306,2023-08-20 06:11:00,8518,Jillian Brooks,55,Male,Tuvalu,Christychester,P5306,Laptop Stand,Office Supplies,187.77,6,923.32,203.3,Credit Card,Cancelled,2023-08-24 06:11:00,2.2,There edge any consumer.
TXN1307,2023-10-12 09:50:00,3514,Sherri Brown,56,Other,Bermuda,Taylormouth,P5307,Kitchen Blender,Appliances,308.91,5,1236.39,308.16,Cash,Pending,2023-10-18 09:50:00,1.6,Son door television information short why game term.
TXN1308,2023-01-30 20:46:00,3839,Ashley Sims,57,Male,Niue,Williamsbury,P5308,Running Shoes,Clothing,491.49,3,1420.38,54.09,PayPal,Cancelled,2023-02-01 20:46:00,3.1,Meeting role everyone strategy single nation site.
TXN1309,2023-07-22 13:09:00,6154,Cynthia Daniels,74,Male,Faroe Islands,Davisburgh,P5309,Smartphone Case,Accessories,257.02,9,1867.63,445.55,Cash,Completed,2023-07-29 13:09:00,4.0,Score bed single east themselves upon media relationship.
TXN1310,2023-07-03 05:55:00,4013,Ryan Lopez,33,Other,Bermuda,West Josephland,P5310,Bluetooth Speaker,Electronics,212.25,8,1361.97,336.03,Cash,Cancelled,2023-07-05 05:55:00,1.1,Buy probably bill figure.
TXN1311,2023-07-11 02:48:00,7400,Patrick Smith,66,Other,Russian Federation,Philipchester,P5311,Laptop Stand,Office Supplies,458.25,3,1110.0,264.75,Cash,Completed,2023-07-14 02:48:00,3.8,Case idea democratic red parent range major possible.
TXN1312,2023-02-22 17:25:00,3183,Jerry Bond,60,Male,Austria,New Austinfort,P5312,LED Desk Lamp,Home Decor,299.23,5,1213.8200000000002,282.33,PayPal,Pending,2023-03-01 17:25:00,3.5,Pm rock contain military stand.
TXN1313,2023-08-21 08:06:00,5242,Jennifer Roberts,56,Female,Greece,Garnerburgh,P5313,Laptop Stand,Office Supplies,304.91,10,2984.27,64.83,PayPal,Completed,2023-08-26 08:06:00,2.5,Better husband fire organization card outside.
TXN1314,2023-02-09 00:36:00,9999,Kathryn Jimenez,35,Female,Tanzania,Lake Jasmine,P5314,LED Desk Lamp,Home Decor,233.27,1,213.42,19.85,Bank Transfer,Completed,2023-02-13 00:36:00,1.1,Space her nation wait much television.
TXN1315,2023-08-05 19:37:00,3703,Rachel James,32,Female,Puerto Rico,South David,P5315,Running Shoes,Clothing,18.79,3,56.0,0.37,Cash,Cancelled,2023-08-08 19:37:00,4.7,Long measure fact nation chair.
TXN1316,2023-08-31 12:54:00,2692,Danielle Farmer,30,Male,Sri Lanka,South Todd,P5316,Kitchen Blender,Appliances,114.16,8,866.48,46.8,Credit Card,Completed,2023-09-01 12:54:00,4.9,Project she a.
TXN1317,2023-01-06 19:16:00,5092,John Diaz,59,Female,Wallis and Futuna,Melissaland,P5317,Smartphone Case,Accessories,16.76,6,85.2,15.36,Bank Transfer,Completed,2023-01-13 19:16:00,2.1,Everybody fish front point card property back.
TXN1318,2023-11-24 21:24:00,3078,John Lara,59,Male,Singapore,Johnsonside,P5318,LED Desk Lamp,Home Decor,307.85,2,592.82,22.88,Cash,Completed,2023-11-26 21:24:00,2.7,Finally fine until score dream.
TXN1319,2023-09-19 03:42:00,7419,Lauren Jimenez,29,Other,Nauru,East Josephberg,P5319,Laptop Stand,Office Supplies,151.17,5,629.86,125.99,Cash,Completed,2023-09-22 03:42:00,3.1,Against might seek available.
TXN1320,2023-07-14 15:16:00,2152,Tara Miller,61,Female,Lesotho,Johnsonburgh,P5320,Yoga Mat,Fitness,268.73,7,1693.59,187.52,Bank Transfer,Pending,2023-07-21 15:16:00,1.7,Pm quickly improve two.
TXN1321,2023-04-21 11:28:00,1499,Alexis Ward,40,Other,United Arab Emirates,Wrightshire,P5321,Kitchen Blender,Appliances,388.34,4,1534.7099999999998,18.65,Bank Transfer,Cancelled,2023-04-25 11:28:00,3.4,After bad from force section which person.
TXN1322,2023-11-07 04:41:00,7358,Michael Young,75,Male,Portugal,Antonioland,P5322,Smartphone Case,Accessories,112.78,9,953.34,61.68,Bank Transfer,Cancelled,2023-11-13 04:41:00,3.2,Several give especially.
TXN1323,2023-06-21 14:51:00,7127,Jeremy Torres,31,Female,Bosnia and Herzegovina,East Georgebury,P5323,Electric Toothbrush,Personal Care,294.23,1,266.64000000000004,27.59,Credit Card,Pending,2023-06-26 14:51:00,2.3,Bring wear anything key.
TXN1324,2023-12-18 20:22:00,5020,Lindsay Spence,18,Other,Marshall Islands,Baileybury,P5324,Smartphone Case,Accessories,271.8,10,2383.43,334.57,PayPal,Cancelled,2023-12-23 20:22:00,1.5,Staff Republican concern important key himself she.
TXN1325,2023-11-30 01:16:00,5322,Carolyn Wood,28,Male,Holy See (Vatican City State),Lake Johnmouth,P5325,LED Desk Lamp,Home Decor,8.54,4,32.739999999999995,1.42,PayPal,Pending,2023-12-02 01:16:00,1.4,Professional recent whose doctor election against available.
TXN1326,2023-04-06 16:19:00,7560,Kayla Le,25,Male,Barbados,West Juan,P5326,Kitchen Blender,Appliances,400.87,9,3485.1,122.73,Bank Transfer,Completed,2023-04-07 16:19:00,1.6,Nor forward remember pay support.
TXN1327,2023-11-15 15:13:00,8439,Robert Coleman,52,Other,Egypt,Tiffanyport,P5327,Electric Toothbrush,Personal Care,200.13,2,387.98,12.28,PayPal,Pending,2023-11-22 15:13:00,2.7,Better able better either camera international.
TXN1328,2023-10-01 22:13:00,1135,Timothy Chavez,46,Male,Central African Republic,Richmondtown,P5328,Smartphone Case,Accessories,315.63,3,849.65,97.24,Credit Card,Cancelled,2023-10-03 22:13:00,2.0,Current evidence begin believe since doctor yet.
TXN1329,2023-05-15 08:31:00,3246,Joseph Barajas,59,Other,South Africa,Port George,P5329,Kitchen Blender,Appliances,378.87,4,1373.08,142.4,Bank Transfer,Completed,2023-05-16 08:31:00,2.0,Candidate serve meeting by.
TXN1330,2023-02-17 16:58:00,4642,Jeffrey Heath,69,Other,Tokelau,West Tara,P5330,Wireless Headphones,Electronics,433.96,6,2496.1600000000003,107.6,Bank Transfer,Pending,2023-02-18 16:58:00,4.1,Machine military million sure he minute.
TXN1331,2023-06-23 22:59:00,7030,John Adkins,27,Other,Jordan,Levimouth,P5331,Yoga Mat,Fitness,409.9,2,678.17,141.63,Credit Card,Pending,2023-06-27 22:59:00,1.4,Much stock name first image industry.
TXN1332,2023-10-30 19:36:00,7791,Catherine Arnold,20,Male,Cape Verde,New Harold,P5332,Yoga Mat,Fitness,405.1,3,1117.2,98.1,Credit Card,Cancelled,2023-11-03 19:36:00,3.5,Later share almost knowledge.
TXN1333,2023-01-24 05:46:00,5987,Daniel Smith,60,Other,Cyprus,West Jessica,P5333,Yoga Mat,Fitness,499.49,10,4154.31,840.59,Cash,Cancelled,2023-01-30 05:46:00,3.1,Economy quality design budget community wear.
TXN1334,2023-03-19 16:06:00,4468,Cassidy Chavez,60,Female,Montserrat,Port Christopher,P5334,Electric Toothbrush,Personal Care,116.65,1,116.08,0.57,Bank Transfer,Pending,2023-03-26 16:06:00,4.0,Like tax more manager American him reason.
TXN1335,2023-02-13 11:31:00,9750,Jeff Gonzalez,54,Other,Namibia,Mooreborough,P5335,Electric Toothbrush,Personal Care,281.58,8,1974.61,278.03,Cash,Pending,2023-02-14 11:31:00,3.1,Event show image common various store campaign.
TXN1336,2023-08-10 07:14:00,5544,Gabriella Gilbert,30,Female,Christmas Island,South Kevinchester,P5336,Office Chair,Furniture,323.98,1,273.92,50.06,Credit Card,Completed,2023-08-16 07:14:00,3.3,Run couple police continue.
TXN1337,2023-12-21 17:14:00,6969,Michael Martin,62,Female,United States Virgin Islands,Robertville,P5337,Running Shoes,Clothing,326.31,10,3097.96,165.14,Cash,Completed,2023-12-22 17:14:00,3.5,Cultural page again wish back bag environment.
TXN1338,2023-11-27 14:06:00,7520,Richard Williams,75,Male,Burkina Faso,North Alexandria,P5338,Running Shoes,Clothing,175.99,9,1380.16,203.75,Cash,Cancelled,2023-11-29 14:06:00,2.2,Degree him cell rule.
TXN1339,2023-09-04 13:45:00,7661,Adam Stewart,53,Other,Guyana,Michaeltown,P5339,LED Desk Lamp,Home Decor,491.93,9,4121.09,306.28,Credit Card,Pending,2023-09-11 13:45:00,4.9,Firm they increase.
TXN1340,2023-02-25 16:21:00,3988,Yolanda Myers,30,Other,Lebanon,Fostermouth,P5340,Bluetooth Speaker,Electronics,40.8,4,149.82999999999998,13.37,Cash,Cancelled,2023-02-26 16:21:00,1.5,Involve prevent instead article his simple.
TXN1341,2023-12-24 13:05:00,6478,Brittany Levy,35,Female,Angola,New Alexander,P5341,LED Desk Lamp,Home Decor,5.86,3,15.45,2.13,Credit Card,Cancelled,2023-12-29 13:05:00,1.9,Rise type recognize woman.
TXN1342,2023-10-30 14:08:00,7967,Jennifer Acosta,61,Male,Falkland Islands (Malvinas),Justinland,P5342,Running Shoes,Clothing,450.53,4,1590.07,212.05,Cash,Completed,2023-11-01 14:08:00,4.4,Fear finally rate suddenly major add character.
TXN1343,2023-05-29 16:34:00,8124,Tammy Hartman,51,Other,Myanmar,Michaelville,P5343,Running Shoes,Clothing,274.09,7,1796.5300000000002,122.1,Credit Card,Completed,2023-05-31 16:34:00,2.9,Nearly amount fact within.
TXN1344,2023-08-23 11:05:00,9608,Brandon Young,74,Male,Peru,Velezstad,P5344,Yoga Mat,Fitness,388.83,4,1290.15,265.17,Bank Transfer,Pending,2023-08-28 11:05:00,1.7,Local no seem interesting manage newspaper especially.
TXN1345,2023-03-15 19:43:00,1600,John Powell,58,Other,Lao People's Democratic Republic,New Gabrielmouth,P5345,Kitchen Blender,Appliances,272.19,3,688.85,127.72,PayPal,Cancelled,2023-03-21 19:43:00,4.2,Should bar series bed.
TXN1346,2023-09-27 03:34:00,7427,Andrew Hoffman,45,Other,Netherlands Antilles,Ruizview,P5346,Office Chair,Furniture,420.09,4,1630.57,49.79,Credit Card,Cancelled,2023-10-04 03:34:00,4.9,Realize else language specific standard land.
TXN1347,2023-06-24 14:12:00,3677,Ruben Black,75,Male,Aruba,West Gregory,P5347,Electric Toothbrush,Personal Care,420.66,7,2790.56,154.06,PayPal,Completed,2023-06-26 14:12:00,1.2,Research vote past American lead pass.
TXN1348,2023-04-01 14:08:00,2149,Andrea Cervantes,72,Female,Cayman Islands,Port Amber,P5348,Laptop Stand,Office Supplies,433.15,3,1226.06,73.39,Credit Card,Cancelled,2023-04-05 14:08:00,4.1,Behind manage meeting themselves.
TXN1349,2023-01-23 11:08:00,4608,Daniel Williams,55,Female,Sweden,Chandlershire,P5349,Smartphone Case,Accessories,226.37,9,1678.79,358.54,Credit Card,Pending,2023-01-26 11:08:00,4.0,Painting along issue heart soon.
TXN1350,2023-05-02 05:16:00,7041,Timothy Spears,68,Male,Spain,South Taylor,P5350,Running Shoes,Clothing,278.54,6,1459.04,212.2,Credit Card,Cancelled,2023-05-05 05:16:00,2.4,Method front challenge us.
TXN1351,2023-07-29 04:09:00,4637,Antonio Hart,20,Female,Estonia,Gibsonville,P5351,Kitchen Blender,Appliances,101.19,4,380.37,24.39,PayPal,Pending,2023-08-04 04:09:00,4.9,These support prove focus dream field.
TXN1352,2023-05-28 16:12:00,9329,Susan Pittman,67,Other,Holy See (Vatican City State),New Jamie,P5352,Kitchen Blender,Appliances,394.81,3,970.73,213.7,Bank Transfer,Cancelled,2023-05-29 16:12:00,5.0,Black difference any allow size require.
TXN1353,2023-01-03 14:49:00,2148,Chad Farley,25,Male,Saint Vincent and the Grenadines,North Billy,P5353,Smartphone Case,Accessories,184.72,2,332.85,36.59,Bank Transfer,Cancelled,2023-01-10 14:49:00,5.0,Left when view.
TXN1354,2023-09-17 13:34:00,3899,Joanna Henry,29,Other,Jamaica,Jeffreystad,P5354,Kitchen Blender,Appliances,14.08,4,45.77,10.55,PayPal,Completed,2023-09-21 13:34:00,1.3,Cell page impact notice interesting try friend.
TXN1355,2023-04-28 12:17:00,7509,Cristina Ward,30,Other,Fiji,Thomasborough,P5355,Electric Toothbrush,Personal Care,157.59,1,136.47,21.12,Bank Transfer,Pending,2023-05-03 12:17:00,4.1,Learn should fund mind short standard environment.
TXN1356,2023-11-15 03:04:00,8568,Alan Eaton,52,Female,Sweden,Fordfort,P5356,Smartphone Case,Accessories,344.81,8,2698.56,59.92,Cash,Cancelled,2023-11-22 03:04:00,3.2,Approach cup president reality.
TXN1357,2023-07-27 09:15:00,4536,Heather Morales,24,Male,Nauru,Laneland,P5357,Office Chair,Furniture,353.32,6,2104.8,15.12,Cash,Pending,2023-07-31 09:15:00,4.9,Worry personal western writer would.
TXN1358,2023-12-19 17:23:00,7683,Jason Moody,21,Other,Fiji,West Michelestad,P5358,Laptop Stand,Office Supplies,370.58,5,1582.73,270.17,Credit Card,Completed,2023-12-21 17:23:00,4.0,Right walk accept join own.
TXN1359,2023-05-21 21:57:00,9880,April Christian,45,Other,Antigua and Barbuda,Lake Ryan,P5359,Bluetooth Speaker,Electronics,474.71,1,464.5,10.21,PayPal,Completed,2023-05-25 21:57:00,3.9,Instead music others feel popular.
TXN1360,2023-04-25 03:12:00,3649,Stephanie Pruitt,52,Female,Tajikistan,Jacksontown,P5360,Office Chair,Furniture,81.11,8,584.6,64.28,Cash,Cancelled,2023-04-28 03:12:00,2.4,Spring whose store perhaps hair method.
TXN1361,2023-07-24 13:05:00,6187,Donald Alexander,26,Female,Tuvalu,Lake Elizabethberg,P5361,Laptop Stand,Office Supplies,78.78,9,697.93,11.09,Bank Transfer,Completed,2023-07-27 13:05:00,1.9,Tv always interesting support help.
TXN1362,2023-01-07 23:06:00,6065,Matthew Day,38,Other,Uruguay,South Justin,P5362,Running Shoes,Clothing,235.05,9,1832.15,283.3,Cash,Pending,2023-01-12 23:06:00,1.0,Nature agree service father recent would result.
TXN1363,2023-08-01 01:13:00,7992,Rebecca Kim,31,Female,Poland,East Derek,P5363,Electric Toothbrush,Personal Care,305.51,2,580.9,30.12,PayPal,Pending,2023-08-06 01:13:00,1.9,Family exactly represent group soon stage day.
TXN1364,2023-12-25 17:03:00,6697,Timothy Young,52,Other,Solomon Islands,Port Josephmouth,P5364,Wireless Headphones,Electronics,283.7,7,1891.28,94.62,Credit Card,Cancelled,2023-12-26 17:03:00,1.8,Think administration price nature table happen radio.
TXN1365,2023-11-25 18:37:00,3603,Jasmine Moore,49,Female,Lithuania,West Alicia,P5365,Bluetooth Speaker,Electronics,448.95,10,3956.64,532.86,Bank Transfer,Cancelled,2023-12-02 18:37:00,3.0,Smile help let.
TXN1366,2023-09-17 20:37:00,5436,Sarah Jenkins,39,Male,Burkina Faso,East Mark,P5366,Office Chair,Furniture,457.65,10,4053.55,522.95,PayPal,Cancelled,2023-09-21 20:37:00,1.6,Low can why behavior get trial democratic.
TXN1367,2023-03-30 03:24:00,8785,Marvin Jones,22,Male,Grenada,West Haleyberg,P5367,Wireless Headphones,Electronics,222.66,9,1651.14,352.8,PayPal,Cancelled,2023-04-05 03:24:00,1.7,Rate part sort since perform forget appear budget.
TXN1368,2023-01-05 21:15:00,2774,Megan Perez,56,Female,Cambodia,Powellmouth,P5368,Electric Toothbrush,Personal Care,42.72,4,167.43,3.45,PayPal,Completed,2023-01-10 21:15:00,1.1,Then design add necessary foreign total.
TXN1369,2023-06-11 01:44:00,1363,Mr. Joseph Robinson,71,Male,Lao People's Democratic Republic,Scottchester,P5369,Kitchen Blender,Appliances,336.83,3,861.88,148.61,Credit Card,Completed,2023-06-13 01:44:00,3.1,He it parent citizen account some method.
TXN1370,2023-10-27 01:17:00,9727,Roger Grimes,23,Male,Swaziland,Johnsonshire,P5370,Laptop Stand,Office Supplies,388.35,8,2668.9100000000003,437.89,Cash,Cancelled,2023-11-02 01:17:00,3.3,Level week mention strong human tree.
TXN1371,2023-02-16 16:13:00,2057,Rhonda Dean,51,Other,Holy See (Vatican City State),West Jenniferton,P5371,Laptop Stand,Office Supplies,92.39,5,420.32,41.63,Credit Card,Cancelled,2023-02-18 16:13:00,4.7,Letter put himself but school security.
